NAME:;Puylaurens;-;France;;;;;;;;;;;;;;;;;;;;;
ELEV:;320;mètres;LAT:;43-33.94;N;LONG:;002-01.84;E;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
DAY;T_MEAN;T_HIGH;TIME;T_LOW;TIME;HEAT_DEG_DAYS;COOL_DEG_DAYS;RAIN;AVG_WIND_SPEED;HIGH;TIME;DOM_DIR;Temp_Max;Temp_Moy ;Temp_Min;Humidite_Max [%];Humidite_Moy [%];Humidite_Min [%];V_vents_Max [km/h];V_vents_Moy  [km/h];V_vents_Min  [km/h];Pression_Max [hPa];Pression_Min [hPa];Precipitation [mm]
02/03/22;9.9;15.2;14:37;7.5;02:48;8.5;0;3.4;4;17.6;00:01;82;15.2;9.9;7.5;94;79;61;10;4;0.2;1024;1020.3;3.3
03/03/22;11.5;16.8;14:16;7.9;00:00;6.9;0;0;3.3;17.6;00:02;276;16.7;11.4;7.9;95;80;61;9.2;3.2;0;1022.4;1012.2;0
04/03/22;8.4;10.5;00:00;6.2;00:00;9.9;0;3.1;11;39.6;13:48;281;10.6;8.4;6.3;95;90;75;21.6;10.9;2.3;1020.7;1015.2;3
05/03/22;6.5;8.6;15:20;5.7;01:30;11.8;0;8.3;8.6;41.8;00:02;271;8.6;6.5;5.7;96;93;84;20.1;8.7;1.9;1020.3;1018.3;8.4
06/03/22;6.6;10.7;16:18;4.8;06:52;11.7;0;0;6.5;24.1;20:46;274;10.7;6.6;4.8;93;84;65;14.3;6.6;1;1019;1016.3;0
07/03/22;6.9;13.3;14:37;2.2;07:00;11.5;0;0;3.4;17.6;16:25;132;13.2;6.8;2.2;92;77;58;9.2;3.4;0;1019;1014.9;0
08/03/22;9.4;14.7;13:00;5.8;00:06;8.9;0;0;5.9;28.8;13:15;92;14.7;9.4;5.8;90;75;57;12.1;6;0;1022.4;1014.2;0
09/03/22;10.2;15.8;14:21;6.2;06:38;8.2;0;0.5;5.9;28.8;15:09;106;15.8;10.2;6.2;92;79;58;15.1;5.8;0;1022.7;1019.6;0.5
10/03/22;11.5;16.7;12:10;8.7;07:34;6.9;0;0;6.2;31;22:18;97;16.7;11.4;8.7;83;75;58;10.9;6.3;2.3;1021.3;1015.6;0
11/03/22;11.1;13.7;10:57;9.8;22:45;7.2;0;0;14.1;57.2;08:34;107;13.7;11.1;9.8;83;78;69;32.2;14;0.6;1015.2;1011.9;0
12/03/22;9.4;10.8;02:48;7.6;10:17;8.9;0;12.4;6.6;57.2;21:34;123;10.8;9.4;7.6;94;87;76;30.4;6.6;0;1016.3;1013.5;12.4
13/03/22;8.3;11.3;10:32;4.5;23:54;10;0;9.8;12.6;70.6;08:50;113;11.3;8.3;4.6;93;85;78;36.9;12.6;0.3;1022.4;1009.5;9.9
14/03/22;10.2;12.6;11:13;4.5;00:00;8.2;0;0.3;23.7;94.7;12:43;121;12.6;10.2;4.5;89;80;68;49.9;23.7;5;1022.7;1019;0.3
15/03/22;12.5;13.5;13:24;11.8;07:37;5.8;0;0;23.3;81.7;00:25;119;13.5;12.6;11.9;83;80;71;44.7;23.3;3.5;1024.4;1019.6;0
16/03/22;12.7;15.4;13:51;11.4;03:38;5.6;0;0;7.3;35.3;12:02;107;15.3;12.7;11.5;89;78;70;19.8;7.4;0;1023.4;1018.3;0
17/03/22;11.8;13.9;13:45;10.3;07:13;6.6;0;1;3.5;19.8;00:34;285;13.9;11.8;10.3;96;90;81;10.3;3.5;0;1027.1;1022.7;1
18/03/22;10.1;12.7;14:29;8.1;08:20;8.2;0;0;3.9;17.6;03:31;240;12.7;10.1;8.2;94;87;77;10.8;4;0;1029.8;1026.8;0
19/03/22;11;14.7;13:33;8.6;06:51;7.3;0;0;9.7;55.1;12:02;114;14.6;11.1;8.6;87;65;48;24.6;9.8;1.6;1029.5;1026.1;0
20/03/22;11.4;14.1;13:12;9.7;04:13;6.9;0;0;17.1;61.6;07:41;115;14;11.4;9.7;81;71;49;34.4;17.1;5;1026.4;1023.7;0
21/03/22;11;12.3;09:30;8.5;23:47;7.4;0;0;24.8;72.7;19:18;120;12.2;10.9;8.6;79;68;32;39.1;24.8;7.9;1028.1;1024.4;0
22/03/22;10.3;13.9;13:40;7.9;23:55;8;0;0;19.7;64.1;09:55;113;13.9;10.3;8.1;71;55;36;35.6;19.6;7.1;1027.8;1025.1;0
23/03/22;10.5;14.4;13:49;7.4;01:01;7.8;0;0;15.3;55.1;15:58;112;14.3;10.5;7.4;67;53;38;29.3;15.3;2.7;1027.1;1025.1;0
24/03/22;11.8;17.2;14:06;6.9;03:12;6.6;0;0;10.5;41.8;00:03;101;17.2;11.8;6.9;73;51;36;24.9;10.6;0.5;1026.1;1023;0
25/03/22;13.1;19.4;14:31;8.6;06:51;5.3;0;0;8.7;35.3;14:49;85;19.3;13.1;8.7;46;35;21;18.5;8.7;0.6;1024;1021;0
26/03/22;13.2;18.3;12:25;9.4;05:29;5.1;0;0;10.9;48.6;13:37;93;18.3;13.3;9.4;59;40;25;27.8;10.9;2.3;1024;1021;0
27/03/22;14.7;20.8;14:52;9.4;06:16;3.6;0;0;10;41.8;13:47;106;20.7;14.7;9.4;63;44;30;21.9;10;2.4;1025.7;1023.7;0
28/03/22;16.3;20.8;14:56;13.1;04:55;2;0;0;10.5;43.9;13:04;111;20.8;16.3;13.3;41;32;24;26.2;10.5;3.5;1025.1;1015.6;0
29/03/22;13.5;19.7;15:02;8.9;07:10;4.8;0;0.3;4.8;26.3;16:06;84;19.7;13.5;8.9;77;55;41;12.4;4.8;0;1015.6;1007.8;0.3
30/03/22;10.1;12;11:54;8.8;23:25;8.3;0;1.5;5.3;28.8;23:51;275;11.9;10.1;8.8;93;85;75;15;5.3;0;1008.8;1008.1;1.5
31/03/22;9.2;14.2;16:26;6.7;23:53;9.1;0;2.6;13;48.6;16:00;276;;;;;;;;;;;;
01/04/22;3.6;6.8;00:01;1;06:23;14.7;0;2.1;18.5;55.1;04:49;291;6.8;3.7;1;93;72;44;29.1;18.3;11.7;1012.9;1009.5;2
02/04/22;2.1;5.7;17:35;0.1;06:40;16.2;0;1;13.2;48.6;04:00;304;5.6;2.1;0.1;94;78;54;25.1;13.2;4.3;1020.7;1011.9;1
03/04/22;2.2;5.3;12:27;-1.3;07:10;16.1;0;0;4.9;33.1;13:45;324;5.2;2.2;-1.3;85;71;55;13.5;4.8;1.3;1023;1020;0
04/04/22;4.9;11.1;14:08;-1;07:15;13.4;0;0;3.6;19.8;22:29;295;11.1;4.9;-1;81;63;46;10.9;3.5;0;1023.7;1019.3;0
05/04/22;7.8;14.3;16:13;1.2;07:21;10.5;0;0;4.2;24.1;22:14;294;14.2;7.8;1.3;75;58;39;12.9;4.2;0;1021.7;1014.2;0
06/04/22;9;10.4;13:55;7.5;07:36;9.3;0;0.3;5.6;35.3;22:19;272;10.4;9;7.6;95;83;63;17.2;5.6;0;1016.6;1013.2;0.3
07/04/22;12;20.1;15:25;7.2;07:09;6.4;0;1;8.9;46.4;15:12;272;20;11.9;7.2;92;79;43;26.1;9;0.3;1016.9;1011.9;1
08/04/22;14.4;20.8;13:49;10.4;23:50;3.9;0;2.6;8.6;57.2;20:15;268;20.7;14.4;10.4;95;78;50;31.9;8.7;0;1016.9;1008.8;2.5
09/04/22;9.6;13.6;16:50;6.8;09:56;8.8;0;1.5;9.3;41.8;16:13;301;13.6;9.6;6.9;92;71;44;19.8;9.3;0.3;1021.3;1015.6;1.5
10/04/22;11.8;19.7;14:34;4.6;06:55;6.6;0;0;5.5;39.6;21:37;92;19.7;11.8;4.6;66;51;31;14.5;5.5;0;1021.7;1012.9;0
11/04/22;12.8;16.9;13:43;10.1;00:32;5.5;0;0;14.7;57.2;23:18;103;16.9;12.8;10.1;84;71;61;36.2;14.6;5.8;1012.9;1008.5;0
12/04/22;13.6;16.7;16:22;11.6;23:57;4.7;0;0;19.4;96.8;01:39;116;16.7;13.6;11.7;78;66;42;48.8;19.5;1.9;1012.9;1007.8;0
13/04/22;12.3;14.6;14:57;11.1;23:13;6;0;2.1;4.1;26.3;03:59;58;14.6;12.3;11.1;90;82;76;12.4;4.2;0;1020.7;1012.9;2
14/04/22;14.3;21.5;16:56;7.2;07:40;4.1;0;0.3;3.3;17.6;20:51;281;21.5;14.3;7.2;95;77;51;11.1;3.4;0;1021.7;1018.6;0.3
15/04/22;15.7;21;18:50;10.8;07:50;2.6;0;0;4;22;22:33;270;21;15.7;10.8;86;73;60;11.9;4;0;1024;1020.7;0
16/04/22;15.7;21.3;17:40;10.8;09:01;2.7;0;0;5.5;28.8;18:46;275;21.3;15.7;10.8;92;75;54;14;5.5;0.2;1024;1019;0
17/04/22;16.8;22.9;15:07;10.6;07:00;1.5;0;0;5.4;31;23:23;279;22.9;16.8;10.6;87;64;37;17.5;5.5;0;1020.7;1015.9;0
18/04/22;13.1;16.8;17:19;10.4;05:06;5.2;0;0;5.4;39.6;00:15;294;16.8;13.1;10.4;88;75;55;18.8;5.5;0.8;1020;1015.6;0
19/04/22;11.1;13.4;13:53;8.9;00:00;7.2;0;5.4;3.9;24.1;19:45;271;13.3;11.1;8.9;94;86;74;12.7;3.9;0;1016.9;1011.5;5.3
20/04/22;9.1;10.5;15:24;8.1;05:30;9.2;0;14.7;2.1;15.5;00:02;219;10.4;9.1;8.1;95;93;89;7.2;2.1;0;1012.2;1009.1;14.7
21/04/22;9.4;10.9;17:59;8.1;05:50;8.9;0;14.4;5.2;22;12:21;264;10.9;9.4;8.1;96;96;94;10.6;5.1;0;1010.8;1008.1;14.5
22/04/22;13.4;19.1;17:08;10;06:03;4.9;0;0;2.6;19.8;23:24;321;19.1;13.5;10;97;85;65;9.5;2.6;0;;;0
23/04/22;10.9;14.5;12:35;7.4;14:36;7.4;0;12.9;6.6;52.9;13:02;99;14.5;10.9;7.4;94;83;72;25.1;6.6;0;;;17.3
24/04/22;11.4;16.3;14:59;8.2;01:00;6.9;0;16.3;12.5;48.6;09:08;266;16.1;11.4;8.2;97;87;68;24.3;12.6;2.1;1014.9;1008.1;16.3
25/04/22;12.7;17.5;16:36;9.1;04:57;5.7;0;0;3.7;22;00:09;302;17.4;12.7;9.1;94;78;58;10.9;3.7;0;1015.6;1013.5;0
26/04/22;16.4;23.2;15:26;10.3;05:19;1.9;0;0;2.4;13.3;05:45;44;23.2;16.4;10.3;77;58;34;7.2;2.4;0;1015.6;1012.5;0
27/04/22;17.7;24;14:00;12.4;05:50;0.6;0;0;3.3;26.3;02:43;71;23.9;17.7;12.4;69;58;46;9.2;3.4;0.3;1019;1014.2;0
28/04/22;15.3;20.1;14:50;11.7;06:17;3;0;0;3.5;19.8;17:51;290;20.1;15.3;11.7;89;79;65;10.5;3.4;0;1027.1;1019;0
29/04/22;16.7;22.4;14:40;13.1;06:50;1.6;0;0;4.3;22;00:38;306;22.4;16.7;13.1;91;78;62;10.8;4.3;0.5;1027.4;1023;0
30/04/22;16.4;21.2;16:08;13.3;07:45;2;0;0;6.4;33.1;23:51;292;21.1;16.4;13.3;88;73;49;15.6;6.4;1.1;1024.7;1019.6;0
01/05/22;15.4;20.2;14:53;10.9;08:10;3;0;0;5.5;26.3;00:12;299;20.1;15.4;10.9;92;71;49;14.8;5.5;1.3;1021.7;1017.3;0
02/05/22;15.5;21.2;15:14;11.8;06:41;2.8;0;0;2.7;17.6;13:49;278;21.2;15.6;11.8;85;70;54;7.4;2.7;0;1017.9;1012.9;0
03/05/22;15.1;20.9;15:51;11.8;07:13;3.3;0;7.7;2;15.5;18:19;302;20.9;15.1;11.8;88;78;59;5.1;1.9;0;1017.9;1014.2;7.6
04/05/22;14.1;19;16:33;12.1;07:00;4.3;0;2.3;3.4;22;23:58;260;18.8;14.1;12.1;93;87;72;9.5;3.4;0.2;1021.7;1017.9;2.3
05/05/22;14.2;18.5;13:50;10.1;06:20;4.2;0;2.6;7.4;31;05:40;294;18.4;14.2;10.1;93;76;54;15.1;7.4;0.2;1023.7;1021.3;2.5
06/05/22;14.8;19;15:33;10.1;06:03;3.6;0;0;7.4;37.4;10:58;320;18.8;14.8;10.1;83;67;52;14.3;7.4;3.1;1024;1022;0
07/05/22;16.3;21.6;16:29;10.6;06:55;2;0;0;7.9;31;16:18;291;21.6;16.3;10.6;90;67;46;15.4;7.9;0.5;1024.7;1019.6;0
08/05/22;18;23.4;15:29;12.6;06:45;0.3;0;0;3.9;26.3;16:55;294;23.2;18.1;12.6;87;65;48;12.1;4;0.2;1022;1019.6;0
09/05/22;19.9;26.5;15:33;13.5;06:56;0;1.6;0;1.5;11.2;12:12;240;26.4;19.9;13.6;75;59;41;5;1.4;0;1023.4;1020.3;0
10/05/22;21.2;28.8;13:28;14.5;06:31;0;2.9;0;2.1;15.5;15:23;147;28.8;21.2;14.6;74;57;33;6.8;2.1;0;1023;1019;0
11/05/22;22.4;30.5;14:18;15.6;06:50;0;4;0;2.9;17.6;17:42;106;30.5;22.4;15.6;64;52;39;7.4;2.9;0.6;1020.3;1015.6;0
12/05/22;20;27.9;15:15;14.4;03:45;0;1.7;0;2.4;22;20:51;26;27.9;20;14.4;87;68;50;6.9;2.4;0;1022.4;1017.6;0
13/05/22;20.3;25.5;16:42;15.7;04:33;0;2;0;2.1;17.6;17:48;315;25.4;20.3;15.7;78;68;56;6.6;2.1;0;1023.4;1019.6;0
14/05/22;22.9;31.1;14:39;16.8;06:46;0;4.6;0;2.1;15.5;07:16;82;31;22.9;16.8;81;63;43;5.6;2.1;0;1021;1014.2;0
15/05/22;22.1;29;14:13;17.6;06:49;0;3.7;0;4;26.3;15:20;63;28.9;22.1;17.7;70;59;46;8.5;4;1;1016.6;1011.9;0
16/05/22;21.8;28.4;16:07;14.8;06:12;0;3.4;0;1.7;13.3;17:25;321;28.3;21.8;14.8;80;64;46;6;1.6;0;1020;1016.6;0
17/05/22;24.4;32.9;14:39;17.3;06:28;0;6.1;0;1.9;22;23:23;244;32.8;24.4;17.4;82;62;41;8.9;1.9;0;1019.6;1015.2;0
18/05/22;25.5;33.8;13:59;18.8;06:44;0;7.2;0;3;22;23:47;133;33.8;25.5;18.8;68;53;35;10.8;3.1;0;1020.3;1015.2;0
19/05/22;23.8;31.7;14:04;17.9;06:35;0;5.5;0;3.3;22;02:38;61;31.6;23.8;18;78;60;44;9.3;3.4;0.2;1021;1016.9;0
20/05/22;24.1;31.7;13:30;19;06:18;0;5.7;0;3.6;22;02:20;76;31.7;24.1;19.1;73;58;43;8.9;3.5;0.6;1023.7;1019.3;0
21/05/22;25.3;34.4;15:30;17.6;06:21;0;6.9;0;1.7;13.3;07:33;115;34.3;25.2;17.6;82;62;38;4.8;1.6;0;1024;1014.6;0
22/05/22;25.2;33.3;14:25;18.5;07:30;0;6.9;0;2.9;26.3;22:58;292;33.3;25.2;18.5;84;67;37;14.3;2.9;0;1015.6;1006.1;0
23/05/22;18.7;23.9;00:00;16.7;09:05;0;0.4;0;5.8;33.1;02:13;277;24;18.7;16.7;85;76;66;13.8;5.8;0;1012.2;1007.8;0
24/05/22;14;17.3;00:00;11.7;23:51;4.3;0;1.8;5;43.9;01:38;286;17.3;14;11.8;89;82;69;16.3;5;0.3;1017.3;1012.5;1.8
25/05/22;15.1;19.9;15:27;11.3;06:45;3.2;0;0;8.2;35.3;12:47;304;19.8;15.1;11.3;90;70;45;14.2;8.2;3.4;1026.1;1016.9;0
26/05/22;15.3;19;12:04;11.6;06:07;3;0;0;7.3;35.3;01:00;307;18.9;15.3;11.6;84;73;55;15.9;7.4;3.7;1027.8;1025.7;0
27/05/22;18.8;24.8;16:56;13.3;06:29;0;0.4;0;7.2;33.1;01:36;307;24.7;18.8;13.3;86;68;51;11.4;7.2;3.9;1027.1;1020.7;0
28/05/22;20;25.4;16:48;13.7;06:47;0;1.7;0;5.9;26.3;00:14;309;25.3;20;13.7;83;61;41;10.9;6;0.3;1021.7;1012.2;0
29/05/22;19.3;25.8;15:33;12.4;06:30;0;0.9;0;4.1;24.1;12:13;322;25.7;19.3;12.4;62;45;29;8.7;4;0;1012.2;1006.1;0
30/05/22;19.6;26.6;15:39;13.2;06:50;0;1.3;0;2.3;15.5;08:40;298;26.5;19.6;13.3;66;50;38;6.6;2.3;0;1011.2;1006.8;0
31/05/22;20.6;27.1;16:01;14.6;08:07;0;2.2;4.9;2.3;17.6;15:35;279;27.1;20.6;14.7;89;67;47;6.4;2.3;0;1015.6;1011.2;4.8
01/06/22;24.3;33.1;15:10;17.7;03:19;0;6;0;2.5;19.8;07:00;62;33;24.6;17.8;70;55;38;7.7;2.6;0.2;1015.6;1010.2;0
02/06/22;22.5;29.7;15:54;17.1;04:30;0;4.1;0;3;28.8;05:32;135;29.6;22.6;17.1;88;68;48;11.3;3.1;0;1015.6;1011.5;0
03/06/22;23.9;33.4;13:47;17.4;07:15;0;5.5;0.5;3.8;28.8;22:05;47;33.3;24;17.4;81;62;42;13.5;3.9;0;1015.6;1010.5;0.5
04/06/22;22.9;31.2;17:02;17;05:57;0;4.6;0.3;3.2;24.1;19:44;311;31.2;26.2;20.4;83;65;49;12.1;4;0.8;1015.9;1012.2;0.3
05/06/22;20.6;24.6;18:13;16.9;06:52;0;2.3;0;4.9;28.8;02:14;309;24.5;22.1;19.1;74;64;56;10.3;4.5;1.3;1021.7;1019.6;0
06/06/22;22.2;31.3;13:19;15.9;06:46;0;3.9;0.3;2.9;26.3;18:09;338;31.1;22.2;15.9;82;65;40;10.8;2.9;0;1022;1015.6;0.3
07/06/22;19.7;23.1;15:20;17;07:06;0;1.3;0;3.9;22;06:51;309;23;19.7;17;90;74;56;7.7;3.9;0.3;1021.3;1017.3;0
08/06/22;17.7;20.6;17:52;15.6;11:12;0.6;0;2.3;4.4;35.3;22:50;302;20.6;17.7;15.7;93;81;67;13.8;4.3;0;1019.3;1013.5;2.3
09/06/22;16.8;21.3;14:07;12.9;06:28;1.5;0;0;7.9;37.4;17:02;316;21.2;16.9;12.9;92;73;52;15.9;7.9;1.8;1024.4;1019.3;0
10/06/22;21.1;28.4;15:48;14;06:14;0;2.8;0;3.6;24.1;18:08;333;28.3;21.1;14;84;60;37;10.5;3.7;0;1024.4;1019.6;0
11/06/22;25.4;33.6;15:50;17.9;06:46;0;7.1;0;2.4;17.6;18:57;333;33.6;25.3;17.9;71;48;23;6.4;2.4;0;1022.4;1018.3;0
12/06/22;25.5;31.6;16:47;19.1;06:05;0;7.2;0;2.7;28.8;12:45;305;31.6;25.5;19.2;76;56;43;13;2.7;0;1022.7;1017.6;0
13/06/22;25.7;32.2;15:36;18.6;06:45;0;7.4;1.5;4.2;39.6;05:01;305;32.2;25.7;18.6;89;63;41;16.1;4.2;0.3;1022.7;1015.9;1.5
14/06/22;28.5;38.1;14:32;21.6;06:42;0;10.2;0;2.4;17.6;21:55;136;38.1;28.6;21.6;75;52;28;10.3;2.4;0;1016.9;1011.5;0
15/06/22;29.7;37.2;16:10;22.4;07:30;0;11.3;0;2.9;22;00:04;277;37.2;29.6;22.4;58;42;29;12.2;2.9;0;1017.9;1013.2;0
16/06/22;29.9;37.5;15:00;22.8;06:12;0;11.5;0;2.2;15.5;12:17;333;37.4;29.9;22.9;62;46;29;6.1;2.3;0;1019.3;1016.3;0
17/06/22;30.8;38.9;15:11;22.8;06:36;0;12.5;0;2.2;13.3;03:02;341;38.7;30.8;22.8;62;41;22;7.9;2.3;0.2;1020.7;1016.3;0
18/06/22;31.3;39.5;13:43;25.4;04:29;0;12.9;0;4.8;28.8;15:51;112;39.4;31.2;25.5;47;33;24;13.7;4.7;0;1017.9;1009.1;0
19/06/22;28.8;34.6;13:06;24.3;23:55;0;10.4;0;11.1;48.6;17:58;122;34.6;28.7;24.4;56;41;31;27.4;11.1;1.4;1009.8;1004.1;0
20/06/22;25.5;31.7;13:54;20.5;04:35;0;7.2;0;3.4;22;14:17;110;31.6;25.6;20.5;76;61;45;10.9;3.4;0;1011.5;1008.5;0
21/06/22;23.9;30.4;16:36;21.1;23:55;0;5.6;3.4;3;19.8;23:08;263;30.4;23.9;21.2;90;74;56;11.4;3.1;0;1012.2;1008.1;3.3
22/06/22;24.2;30.1;16:48;20;06:35;0;5.9;0;4.4;31;03:50;228;30.1;24.2;20.1;88;66;46;16.3;4.3;0;1011.9;1005.8;0
23/06/22;22.7;30.4;11:57;17.7;06:27;0;4.4;1.5;3.7;37.4;12:45;315;30.3;22.7;17.7;88;68;46;17.1;3.7;0;1015.2;1008.1;1.5
24/06/22;19.7;25.1;15:28;13.9;08:34;0;1.4;13.4;2.5;37.4;07:52;313;25.1;19.7;14;91;74;52;17.4;2.4;0;1016.6;1013.2;13.5
25/06/22;22.7;31.3;13:52;17.1;06:31;0;4.4;1.3;4.7;33.1;18:33;0;31.2;22.7;17.2;87;62;39;11.9;4.7;0;1014.9;1008.8;1.3
26/06/22;16.4;18.2;15:25;15;07:01;2;0;1.3;3.7;19.8;03:28;310;18.2;16.4;15;94;91;85;10.8;3.7;0.5;1015.9;1012.5;1.3
27/06/22;15.3;17.1;17:19;14.1;22:19;3.1;0;5.9;4.7;19.8;00:13;301;17.1;15.3;14.2;95;92;85;9;4.7;0;1022.7;1016.3;5.8
28/06/22;18.9;25.6;15:07;14.5;00:01;0;0.6;0;5.4;22;05:09;299;25.6;18.9;14.5;93;72;44;11.7;5.5;0.2;1023;1015.9;0
29/06/22;21.4;30.2;15:00;16.4;06:00;0;3;0;2.2;15.5;20:00;342;30.2;21.4;16.5;72;58;32;6.8;2.3;0;1018.3;1010.5;0
30/06/22;16.1;21.6;00:00;14.6;10:20;2.2;0;1.8;4.5;17.6;01:00;317;;;;;;;;;;;;
01/07/22;18.1;24.2;15:45;13;04:10;0.2;0;0.3;4;19.8;00:20;319;;;;;;;;;;;;
02/07/22;23.6;32.7;15:30;15;06:55;0;5.2;0;2.7;15.5;07:05;354;;;;;;;;;;;;
03/07/22;20.6;37.4;16:00;18.2;06:25;0;2.3;0;2.9;15.5;01:40;243;;;;;;;;;;;;
04/07/22;;;;;;;;;;;;;;;;;;;;;;;;
05/07/22;;;;;;;;;;;;;;;;;;;;;;;;
06/07/22;;;;;;;;;;;;;;;;;;;;;;;;
07/07/22;;;;;;;;;;;;;;;;;;;;;;;;
08/07/22;;;;;;;;;;;;;;;;;;;;;;;;
09/07/22;;;;;;;;;;;;;;;;;;;;;;;;
10/07/22;;;;;;;;;;;;;;;;;;;;;;;;
11/07/22;;;;;;;;;;;;;;;;;;;;;;;;
12/07/22;;;;;;;;;;;;;;;;;;;;;;;;
13/07/22;;;;;;;;;;;;;;;;;;;;;;;;
14/07/22;37.5;37.8;16:50;28.7;23:59;0;19.2;0;2.2;17.6;19:01;42;37.8;33.4;28.8;38;29;23;10.1;4.2;0.6;1017.3;1015.6;0
15/07/22;29.8;36.7;14:47;22.6;07:15;0;11.5;0;3.8;24.1;14:52;306;36.7;29.8;22.6;57;38;21;10;3.7;0;1018.6;1014.6;0
16/07/22;30.3;38.4;16:45;22.7;06:14;0;12;0;3;19.8;15:28;328;38.3;30.3;22.7;50;35;17;7.6;3.1;0;1016.9;1014.2;0
17/07/22;31.3;41.4;14:53;23.3;06:04;0;13;0;2.5;15.5;16:57;148;41.3;31.3;23.3;50;34;16;8;2.6;0;1018.3;1015.2;0
